id,category,name,radius,base_assignment,spawn_borough
structure-fire-34,structure-normal-fire,Pharmacy Back Room Fire,175,standard,City-wide
structure-fire-35,structure-normal-fire,Grocery Store Dumpster Area Extension Fire,175,standard,City-wide
structure-fire-36,structure-normal-fire,Bar Fire in Seating Area,175,standard,City-wide
structure-fire-37,structure-normal-fire,Transformer Fire With Smoke Condition,175,standard,City-wide
structure-fire-38,structure-normal-fire,Electrical Panel Fire in Apartment Building,175,standard,City-wide
structure-fire-39,structure-normal-fire,Fuse Box Fire in Residence,175,standard,City-wide
structure-fire-40,structure-normal-fire,Street Pole Fire Near Building Exposure,175,standard,City-wide
structure-fire-41,structure-normal-fire,Service Wire Fire Entering Building,175,standard,City-wide
structure-fire-42,structure-normal-fire,Ceiling Light Fixture Fire,175,standard,City-wide
structure-fire-43,structure-normal-fire,Elevator Machine Room Electrical Fire,175,standard,City-wide
structure-fire-44,structure-normal-fire,Boiler Electrical Control Fire,175,standard,City-wide
structure-fire-45,structure-normal-fire,Air Conditioning Unit Fire on Roof,175,standard,City-wide
structure-fire-46,structure-normal-fire,Electrical Fire in Basement Panel Room,175,standard,City-wide
structure-fire-47,structure-normal-fire,Smoke Condition in Apartment Hallway,175,standard,City-wide
structure-fire-48,structure-normal-fire,Smoke in Multiple Dwelling,175,standard,City-wide
structure-fire-49,structure-normal-fire,Odor of Smoke in Residential Building,175,standard,City-wide
structure-fire-50,structure-normal-fire,Electrical Burning Smell in Apartment Building,175,standard,City-wide
structure-fire-51,structure-normal-fire,Smoke Condition in Commercial Building Basement,175,standard,City-wide
structure-fire-52,structure-normal-fire,Unknown Smoke Condition in School Building,175,standard,City-wide
structure-fire-53,structure-normal-fire,Smoke From HVAC System in Office Building,175,standard,City-wide
structure-fire-54,structure-normal-fire,Light Smoke Condition in Hotel Corridor,175,standard,City-wide
structure-fire-55,structure-normal-fire,Smoke Condition From Compactor Room,175,standard,City-wide
structure-fire-56,structure-normal-fire,Reported Fire With No Visible Fire on Arrival,175,standard,City-wide
structure-fire-57,structure-normal-fire,Fire in Vacant Apartment Unit,175,standard,City-wide
structure-fire-58,structure-normal-fire,Fire in Vacant Commercial Storefront,175,standard,City-wide
structure-fire-59,structure-normal-fire,Fire in Abandoned Building (Accessible),175,standard,City-wide
structure-fire-60,structure-normal-fire,Fire in Parking Garage Vehicle,175,standard,City-wide
structure-fire-61,structure-normal-fire,Fire in Rooftop Equipment Room,175,standard,City-wide
structure-fire-62,structure-normal-fire,Fire in Exterior Facade Extension,175,standard,City-wide
structure-fire-63,structure-normal-fire,Fire in Loading Dock Area,175,standard,City-wide
structure-fire-64,structure-normal-fire,Fire in Storage Shed Adjacent to Building,175,standard,City-wide
structure-fire-65,structure-normal-fire,Fire in Utility Tunnel Entrance (Accessible Conditions),175,standard,City-wide
structure-fire-66,structure-normal-fire,Apartment Fire Extending to Adjacent Unit Door,175,standard,City-wide
structure-fire-67,structure-normal-fire,Kitchen Fire Extending Into Cabinets and Walls,175,standard,City-wide
structure-fire-68,structure-normal-fire,Basement Fire Extending to First Floor Floorboards,175,standard,City-wide
structure-fire-69,structure-normal-fire,Exterior Fire Extending to Window Frame,175,standard,City-wide
structure-fire-70,structure-normal-fire,Dumpster Fire Extending to Rear Wall of Building,175,standard,City-wide
structure-fire-71,structure-normal-fire,Vehicle Fire Extending to Nearby Fence and Siding,175,standard,City-wide
structure-fire-72,structure-normal-fire,Trash Fire Extending to Exterior Scaffolding,175,standard,City-wide
structure-fire-73,structure-normal-fire,Shed Fire Extending to Adjacent Fence Line,175,standard,City-wide
structure-fire-74,structure-normal-fire,Porch Fire Extending Into Rear Wall of House,175,standard,City-wide
structure-fire-75,structure-normal-fire,Commercial Fire Extending Into Storage Mezzanine,175,standard,City-wide
